 1.00000000e+00 -4.04211662e-01 -7.59276215e-01 -5.10012314e-01
 1.00400000e+00 -7.61205313e-01 -5.47958754e-01 3.46853968e-01
 1.02000000e+00 -5.73229252e-02 -1.74699021e-01 9.82951847e-01
 1.02000000e+00 -9.42298079e-01 -1.73645071e-01 -2.86219705e-01
 1.02300000e+00 4.98027549e-03 6.65131485e-02 9.97773119e-01
 1.02700000e+00 2.35829774e-01 7.54310506e-01 6.12698929e-01
 1.03010000e+00 2.72120726e-01 -6.70457660e-01 -6.90244042e-01
 1.03600000e+00 5.66510364e-02 9.36919148e-01 3.44924876e-01
 1.04600000e+00 -3.85103180e-01 8.80384253e-02 9.18664670e-01
 1.05500000e-01 -2.45526095e-01 -9.65770724e-01 -8.36889743e-02
 1.05815000e+00 -6.01898243e-01 2.52853670e-01 -7.57485001e-01
 1.05900000e+00 -8.65927824e-01 -4.59868666e-01 1.96697262e-01
 1.06000000e+00 -1.37602841e-01 7.86802990e-01 6.01669771e-01
 1.06330000e+00 -5.96495847e-01 4.20061772e-01 -6.83915794e-01
 1.06900000e+00 -5.41004709e-01 5.83707350e-01 6.05474718e-01
 1.07000000e+00 2.64104341e-01 -4.01783318e-01 -8.76823279e-01
 1.07960000e+00 7.84899566e-01 -1.98372986e-01 -5.87010077e-01
 1.08300000e+00 -6.32161711e-01 8.72763088e-02 -7.69905460e-01
 1.09200000e+00 -2.64144056e-01 9.64209675e-01 -2.29700032e-02
 1.09600000e+00 1.18106554e-01 8.99875320e-01 -4.19851462e-01
 1.09680000e+00 -5.62588115e-01 5.05465469e-01 6.54216533e-01
 1.09900000e+00 -3.09931090e-01 1.85041690e-01 9.32578304e-01
 1.10000000e+00 -4.24041833e-01 5.46673802e-01 -7.22036203e-01
 1.10140000e+00 5.79807438e-01 3.63275518e-01 -7.29283370e-01
 1.10500000e+00 -7.14903674e-01 2.22980779e-01 -6.62715859e-01
 1.11000000e-01 5.62071195e-01 -5.48663206e-01 -6.18906017e-01
 1.11370000e+00 -4.95356663e-01 -2.68547153e-01 8.26138126e-01
 1.11750000e+00 4.01102282e-01 -3.61140427e-01 -8.41839980e-01
 1.11854000e+00 -2.46426477e-02 -1.58369786e-01 9.87072313e-01
 1.13000000e+00 6.64310452e-01 3.65027807e-01 6.52262465e-01
 1.13040000e+00 3.57733714e-01 5.36109284e-02 9.32283465e-01
 1.14000000e+00 2.32307815e-01 8.86621786e-01 3.99918602e-01
 1.14500000e+00 -3.89606985e-01 1.53936660e-01 -9.08025276e-01
 1.14800000e+00 4.58792186e-02 -9.61902106e-01 2.69517041e-01
 1.15480000e+00 -2.95251922e-01 8.56262873e-01 -4.23839822e-01
 1.15880000e+00 -8.16392222e-01 4.92135942e-01 3.02168751e-01
 1.15900000e+00 -1.42787352e-01 -1.28572717e-01 9.81366817e-01
 1.16000000e+00 1.93980388e-01 -9.05571756e-01 3.77241837e-01
 1.16100000e+00 8.92490756e-02 7.81179797e-01 6.17893784e-01
 1.16500000e+00 -2.76436073e-01 5.02531357e-01 8.19173567e-01
 1.16700000e+00 -3.72611235e-01 -7.68577537e-01 -5.20047533e-01
 1.17000000e+00 -3.22017735e-01 8.83805236e-01 3.39400771e-01
 1.17000000e-01 8.92657945e-01 -4.36231518e-01 -1.13418934e-01
 1.17150000e+00 -1.20976888e-01 -5.60910335e-01 -8.18989736e-01
 1.17200000e+00 -4.19191274e-01 3.86483982e-01 8.21528336e-01
 1.18090000e+00 2.07747336e-01 -9.53397304e-01 2.18802708e-01
 1.20780000e+00 2.22634528e-01 -8.76884066e-01 -4.26037793e-01
 1.21000000e+00 -8.23687723e-01 5.41654991e-01 -1.67774863e-01
 1.21800000e+00 -5.05245209e-01 -4.57577372e-01 7.31676313e-01
 1.21800000e-01 9.28233831e-01 3.01256524e-01 -2.18234878e-01
 1.22800000e+00 -5.88747559e-01 8.70961765e-02 8.03610955e-01
 1.23220000e+00 -6.97376299e-01 5.55787706e-01 -4.52511131e-01
 1.23570000e+00 -2.86412442e-02 -3.40238408e-01 9.39902923e-01
 1.23800000e+00 4.35892813e-02 4.36172924e-01 8.98806517e-01
 1.24270000e+00 -2.15696458e-01 -4.54858929e-01 -8.64047680e-01
 1.24600000e+00 -3.54944280e-01 -4.79357217e-02 9.33657713e-01
 1.25000000e+00 -5.08040338e-01 7.14859479e-01 4.80490313e-01
 1.25250000e+00 8.68603911e-01 2.07531980e-01 -4.49953023e-01
